timestamp,asset_id,actual_power,wind_speed_ms,ambient_temp_c,vibration_mm_s
2026-01-01 11:20:00,WTG-001,906.12,8.08,33.9,1.546174207286202
2026-01-01 11:30:00,WTG-001,782.76,7.45,34.14,1.7668473325275522
2026-01-01 11:40:00,WTG-001,628.13,6.91,34.38,1.1970609697667127
2026-01-01 11:50:00,WTG-001,759.47,7.25,34.52,1.0843925033431354
2026-01-01 12:00:00,WTG-001,846.32,7.65,34.65,1.5396236189179848
2026-01-01 12:10:00,WTG-001,818.71,7.66,34.8,1.2374720604252025
2026-01-01 12:20:00,WTG-001,779.87,7.55,34.94,1.2885581850626726
2026-01-01 12:30:00,WTG-001,576.74,6.19,35.12,1.5276034551831323
2026-01-01 12:40:00,WTG-001,810.4,7.55,35.33,1.3327281756228735
2026-01-01 12:50:00,WTG-001,700.03,6.99,35.46,1.460134975066786
2026-01-01 13:00:00,WTG-001,571.61,6.32,35.59,1.0793314300670738
2026-01-01 13:10:00,WTG-001,444.5,5.83,35.63,1.6246669073257285
2026-01-01 13:20:00,WTG-001,457.33,6.32,35.87,1.204622638258954
2026-01-01 13:30:00,WTG-001,474.09,5.9,36.09,1.2240420173488848
2026-01-01 13:40:00,WTG-001,52.54,5.61,36.42,1.1657591022970366
2026-01-01 13:50:00,WTG-001,0.0,5.72,37.24,1.408658058539175
2026-01-01 14:00:00,WTG-001,0.0,5.72,37.59,1.6769912504261881
2026-01-01 14:10:00,WTG-001,0.0,3.97,38.09,0.9878103139289924
2026-01-01 14:20:00,WTG-001,0.0,3.25,38.58,0.9504496857676102
2026-01-01 14:30:00,WTG-001,0.0,6.34,38.96,1.2833370875415893
2026-01-01 14:40:00,WTG-001,0.0,4.82,39.18,1.0889084119063268
2026-01-01 14:50:00,WTG-001,0.0,3.77,39.22,0.8169001900164466
2026-01-01 15:00:00,WTG-001,0.0,5.83,39.33,1.207024008823561
2026-01-01 15:10:00,WTG-001,0.0,0.0,-254.99,0.6931788900019534
2026-01-01 15:20:00,WTG-001,0.0,0.0,-258.02,0.1975883630122527
2026-01-01 15:30:00,WTG-001,0.0,4.82,31.92,1.2213537748079424
2026-01-01 15:40:00,WTG-001,0.0,2.69,-13.29,0.8160472367533881
2026-01-01 15:50:00,WTG-001,0.0,6.19,39.76,1.1830355915895623
2026-01-01 16:00:00,WTG-001,0.0,4.17,-14.03,1.287529149260207
2026-01-01 16:10:00,WTG-001,0.0,4.2,39.81,0.9343572630944073
2026-01-01 16:20:00,WTG-001,264.2,4.89,39.62,0.882251950129173
2026-01-01 16:30:00,WTG-001,305.86,4.28,38.49,1.0360778223158453
2026-01-01 16:40:00,WTG-001,326.5,5.34,38.25,1.3676507176931447
2026-01-01 16:50:00,WTG-001,55.45,2.19,38.09,0.9253807471697831
2026-01-01 17:00:00,WTG-001,1.78,4.03,38.46,1.3104308385861856
2026-01-01 17:10:00,WTG-001,182.95,4.24,38.5,0.8623964254212683
2026-01-01 17:20:00,WTG-001,118.31,3.18,38.07,0.9046223419657731
2026-01-01 17:30:00,WTG-001,171.35,4.13,37.88,1.037285417093402
2026-01-01 17:40:00,WTG-001,203.6,3.82,37.55,1.1299943622711635
2026-01-01 17:50:00,WTG-001,135.88,3.3,37.31,0.9319827328887319
2026-01-01 18:00:00,WTG-001,69.04,2.67,37.36,0.5233264441277033
2026-01-01 18:10:00,WTG-001,237.39,4.48,37.41,0.976006223470159
2026-01-01 18:20:00,WTG-001,227.5,4.13,37.5,1.1506061278187707
2026-01-01 18:30:00,WTG-001,183.49,3.75,37.68,1.140489255522799
2026-01-01 18:40:00,WTG-001,158.83,3.88,37.71,0.9732855372189303
2026-01-01 18:50:00,WTG-001,186.83,3.83,37.7,0.8465582994669313
2026-01-01 19:00:00,WTG-001,274.87,4.85,37.48,1.156355993241359
2026-01-01 19:10:00,WTG-001,172.93,3.6,37.3,1.1610967733212623
2026-01-01 19:20:00,WTG-001,223.51,4.4,37.27,1.3085042498769603
2026-01-01 19:30:00,WTG-001,268.56,4.81,37.03,0.8668729539099425
2026-01-01 19:40:00,WTG-001,356.78,5.43,36.76,1.1944808168895544
2026-01-01 19:50:00,WTG-001,412.54,5.98,36.53,1.4749887496227936
2026-01-01 20:00:00,WTG-001,1216.61,10.89,36.0,1.9208512105701188
2026-01-01 20:10:00,WTG-001,1510.1,12.12,34.81,2.257829048529813
2026-01-01 20:20:00,WTG-001,1480.48,10.93,34.27,1.8583549187374115
2026-01-01 20:30:00,WTG-001,1516.21,11.77,33.93,1.915007572967405
2026-01-01 20:40:00,WTG-001,1434.8,10.75,33.69,2.2402920846941026
2026-01-01 20:50:00,WTG-001,1502.37,11.22,33.42,1.8998067950952502
2026-01-01 21:00:00,WTG-001,1445.32,10.68,33.19,1.9758376095865613
2026-01-01 21:10:00,WTG-001,1226.43,9.41,32.89,2.1507314779531286
2026-01-01 21:20:00,WTG-001,1450.41,11.45,32.36,2.054030052948709
2026-01-01 21:30:00,WTG-001,1544.78,12.24,31.76,2.2870379706548007
2026-01-01 21:40:00,WTG-001,1546.57,12.45,31.19,2.344689554274072
2026-01-01 21:50:00,WTG-001,1549.5,12.77,30.65,2.0415377705411037
2026-01-01 22:00:00,WTG-001,1549.71,12.89,30.21,2.1149563600646526
2026-01-01 22:10:00,WTG-001,1549.84,13.49,29.85,2.2618388302010266
2026-01-01 22:20:00,WTG-001,1549.39,13.64,29.6,2.3184766024050405
2026-01-01 22:30:00,WTG-001,1549.29,12.73,29.39,2.2401980895385525
2026-01-01 22:40:00,WTG-001,1528.07,10.99,29.15,2.862682743333508
2026-01-01 22:50:00,WTG-001,1421.04,10.14,28.96,2.339521564927227
2026-01-01 23:00:00,WTG-001,1430.89,10.17,28.86,1.5514765378403315
2026-01-01 23:10:00,WTG-001,1330.24,9.95,28.71,1.7506600033773743
2026-01-01 23:20:00,WTG-001,1550.74,12.2,28.59,1.9090464725899856
2026-01-01 23:30:00,WTG-001,1549.66,12.66,28.54,2.360105792639672
2026-01-01 23:40:00,WTG-001,1549.64,12.58,28.48,2.117287476235187
2026-01-01 23:50:00,WTG-001,1361.95,9.95,28.31,1.6013203483269125
2026-01-02 00:00:00,WTG-001,1468.21,10.64,28.1,1.8371483762080434
2026-01-02 00:10:00,WTG-001,718.12,7.0,27.87,1.1744879843466103
2026-01-02 00:20:00,WTG-001,442.15,5.87,27.38,0.8701951107928976
2026-01-02 00:30:00,WTG-001,196.04,4.0,27.13,0.9551524413719104
2026-01-02 00:40:00,WTG-001,234.35,4.03,26.99,0.9772684136506513
2026-01-02 00:50:00,WTG-001,124.94,3.46,26.8,0.9824340436173993
2026-01-02 01:00:00,WTG-001,179.06,3.96,26.52,0.6927139740084773
2026-01-02 01:10:00,WTG-001,253.25,4.63,26.25,1.0914674730602325
2026-01-02 01:20:00,WTG-001,347.0,5.4,26.01,1.836822536599851
2026-01-02 01:30:00,WTG-001,249.3,4.73,25.84,0.7310483306121791
2026-01-02 01:40:00,WTG-001,205.12,4.43,25.49,1.294893467462138
2026-01-02 01:50:00,WTG-001,254.04,4.85,25.27,1.3022487867569519
2026-01-02 02:00:00,WTG-001,323.51,5.14,24.95,1.4278423895328278
2026-01-02 02:10:00,WTG-001,141.3,3.7,24.87,1.3617756389287263
2026-01-02 02:20:00,WTG-001,264.43,4.87,24.68,1.1370003151550716
2026-01-02 02:30:00,WTG-001,376.04,5.66,24.5,0.9626827160854801
2026-01-02 02:40:00,WTG-001,351.48,5.52,24.29,1.0764521573831412
2026-01-02 02:50:00,WTG-001,399.43,5.74,24.15,1.3409643005019676
2026-01-02 03:00:00,WTG-001,406.87,5.69,23.96,1.3486130860064205
2026-01-02 03:10:00,WTG-001,367.38,5.62,23.75,1.3637319949723237
2026-01-02 03:20:00,WTG-001,376.7,5.9,23.47,1.378108319651689
2026-01-02 03:30:00,WTG-001,388.46,5.86,23.18,1.3873353937257238
2026-01-02 03:40:00,WTG-001,221.39,4.17,23.02,1.0498087793030988
2026-01-02 03:50:00,WTG-001,1014.57,8.79,22.9,1.6163973912702145
2026-01-02 04:00:00,WTG-001,1178.79,9.46,22.9,1.6668947775053156
2026-01-02 04:10:00,WTG-001,1001.72,8.85,22.9,1.5341080263189928
2026-01-02 04:20:00,WTG-001,550.82,6.87,22.79,1.7614352122871033
2026-01-02 04:30:00,WTG-001,364.21,5.7,22.57,1.3508577194532236
2026-01-02 04:40:00,WTG-001,607.99,6.96,22.36,1.2257275240063223
2026-01-02 04:50:00,WTG-001,628.92,7.08,22.24,1.3622985625968531
2026-01-02 05:00:00,WTG-001,690.13,7.31,22.17,1.2021189525981388
2026-01-02 05:10:00,WTG-001,984.27,8.62,22.1,1.4691034880621616
2026-01-02 05:20:00,WTG-001,1141.81,9.29,22.04,1.848178683762317
2026-01-02 05:30:00,WTG-001,909.28,8.16,21.95,1.560759078282294
2026-01-02 05:40:00,WTG-001,665.95,7.11,21.83,1.6254946885831756
2026-01-02 05:50:00,WTG-001,1101.66,8.92,21.8,1.5651073284662587
2026-01-02 06:00:00,WTG-001,1221.32,9.43,21.77,1.7208967132336286
2026-01-02 06:10:00,WTG-001,991.42,8.37,21.65,1.6933151849590407
2026-01-02 06:20:00,WTG-001,890.14,8.09,21.52,1.6595819012495547
2026-01-02 06:30:00,WTG-001,669.19,7.13,21.49,1.178329936182557
2026-01-02 06:40:00,WTG-001,544.97,6.55,21.4,1.281321352922194
2026-01-02 06:50:00,WTG-001,528.78,6.53,21.3,1.365442312879625
2026-01-02 07:00:00,WTG-001,510.23,6.41,21.18,1.406751056739877
2026-01-02 07:10:00,WTG-001,575.25,6.87,21.14,1.3666925754189296
2026-01-02 07:20:00,WTG-001,668.75,7.36,21.1,1.6515327317820525
2026-01-02 07:30:00,WTG-001,599.83,6.99,21.1,0.9595394648388824
2026-01-02 07:40:00,WTG-001,628.76,7.0,21.12,1.2610610773565765
2026-01-02 07:50:00,WTG-001,607.04,7.02,21.2,1.3159185539602398
2026-01-02 08:00:00,WTG-001,459.41,6.26,21.2,1.3451833101377053
2026-01-02 08:10:00,WTG-001,479.75,6.17,21.2,1.363823611376434
2026-01-02 08:20:00,WTG-001,588.23,6.74,21.2,1.3302307943535352
2026-01-02 08:30:00,WTG-001,508.4,6.25,21.2,1.6085745174345338
2026-01-02 08:40:00,WTG-001,415.24,5.67,21.27,1.3622993639558378
2026-01-02 08:50:00,WTG-001,520.28,6.25,21.38,1.213628514373375
2026-01-02 09:00:00,WTG-001,739.19,7.29,21.58,1.788775653786208
2026-01-02 09:10:00,WTG-001,780.93,7.45,21.84,1.589796790508694
2026-01-02 09:20:00,WTG-001,503.57,6.02,22.19,1.301893038383467
2026-01-02 09:30:00,WTG-001,413.41,5.72,22.49,1.1377552201236558
2026-01-02 09:40:00,WTG-001,681.11,6.92,22.84,1.2382485655841007
2026-01-02 09:50:00,WTG-001,585.26,6.63,23.24,1.4153036110264507
2026-01-02 10:00:00,WTG-001,586.23,6.58,23.7,1.0727910055058918
2026-01-02 10:10:00,WTG-001,544.03,6.32,24.16,1.28487806927711
2026-01-02 10:20:00,WTG-001,593.99,6.68,24.58,1.4411634938081388
2026-01-02 10:30:00,WTG-001,525.69,6.34,24.93,1.6642401849848494
2026-01-02 10:40:00,WTG-001,591.37,6.61,25.21,1.3334604661941225
2026-01-02 10:50:00,WTG-001,444.78,5.84,25.66,1.15446966756555
2026-01-02 11:00:00,WTG-001,403.78,5.69,26.16,1.3488171348772184
2026-01-02 11:10:00,WTG-001,610.56,6.65,26.53,1.3521988241214438
2026-01-02 11:20:00,WTG-001,679.71,6.89,26.86,1.6972746373152938
2026-01-02 11:30:00,WTG-001,595.79,6.57,27.04,1.3671771550736986
2026-01-02 11:40:00,WTG-001,324.17,4.78,27.28,1.232299751916968
2026-01-02 11:50:00,WTG-001,521.14,6.11,27.81,0.8339014898436463
2026-01-02 12:00:00,WTG-001,695.46,6.99,28.0,1.7797487320521526
2026-01-02 12:10:00,WTG-001,626.66,6.62,28.1,1.3497451846619604
2026-01-02 12:20:00,WTG-001,336.53,5.15,28.4,1.3611139535628987
2026-01-02 12:30:00,WTG-001,496.99,5.96,28.67,1.5376524089500099
2026-01-02 12:40:00,WTG-001,454.79,5.7,28.78,1.10726054232147
2026-01-02 12:50:00,WTG-001,366.22,5.12,28.98,1.0799574415843338
2026-01-02 13:00:00,WTG-001,356.94,5.14,29.23,0.9371802946975061
2026-01-02 13:10:00,WTG-001,359.28,5.09,29.34,1.3007228100033619
2026-01-02 13:20:00,WTG-001,242.12,4.25,29.52,1.2113745445793536
2026-01-02 13:30:00,WTG-001,334.4,4.85,29.71,1.2607267507906699
2026-01-02 13:40:00,WTG-001,370.0,5.21,29.84,1.244690234577306
2026-01-02 13:50:00,WTG-001,235.8,4.49,29.98,1.422434063822998
2026-01-02 14:00:00,WTG-001,199.23,4.02,30.14,0.6588153271758201
2026-01-02 14:10:00,WTG-001,530.77,6.15,30.22,1.539514687666858
2026-01-02 14:20:00,WTG-001,194.12,3.6,30.32,0.7702642843564315
2026-01-02 14:30:00,WTG-001,173.6,3.7,30.5,0.7159395353700251
2026-01-02 14:40:00,WTG-001,254.27,5.14,30.83,0.977745872734162
2026-01-02 14:50:00,WTG-001,119.92,4.47,30.95,1.3836452522573692
2026-01-02 15:00:00,WTG-001,529.58,6.3,30.95,1.338159655001349
2026-01-02 15:10:00,WTG-001,222.68,4.19,31.03,1.2456976093373764
2026-01-02 15:20:00,WTG-001,117.74,2.99,31.33,1.1111074911434615
2026-01-02 15:30:00,WTG-001,143.08,3.81,31.54,1.2996399687189182
2026-01-02 15:40:00,WTG-001,177.29,4.0,31.67,0.8652767626137005
2026-01-02 15:50:00,WTG-001,141.13,3.18,31.77,0.8203913009577654
2026-01-02 16:00:00,WTG-001,202.17,3.89,31.9,1.112937267236268
2026-01-02 16:10:00,WTG-001,378.31,5.32,31.99,1.418177636998764
2026-01-02 16:20:00,WTG-001,245.39,4.39,32.1,1.1006603094831804
2026-01-02 16:30:00,WTG-001,359.13,5.19,32.08,1.2969871234735593
2026-01-02 16:40:00,WTG-001,136.85,3.15,32.09,0.8382327892462101
2026-01-02 16:50:00,WTG-001,186.49,3.9,32.25,1.0214995126541788
2026-01-02 17:00:00,WTG-001,310.83,4.63,32.36,0.7493090226276065
2026-01-02 17:10:00,WTG-001,218.91,4.2,32.42,1.1937977352345805
2026-01-02 17:20:00,WTG-001,272.04,4.64,32.49,1.0508136370524686
2026-01-02 17:30:00,WTG-001,247.88,4.74,32.47,0.9010212665864044
2026-01-02 17:40:00,WTG-001,297.63,4.59,32.61,0.9491823811972748
2026-01-02 17:50:00,WTG-001,328.26,5.17,32.54,1.454033553793721
2026-01-02 18:00:00,WTG-001,214.36,4.39,32.62,0.9990065256065664
2026-01-02 18:10:00,WTG-001,175.94,3.95,32.68,1.1739216899587146
2026-01-02 18:20:00,WTG-001,173.43,3.62,32.63,0.9006243249070416
2026-01-02 18:30:00,WTG-001,225.84,4.37,32.34,0.8686540436013441
2026-01-02 18:40:00,WTG-001,149.08,3.28,32.1,1.0360493941304272
2026-01-02 18:50:00,WTG-001,181.18,3.88,32.06,1.032747091627224
2026-01-02 19:00:00,WTG-001,121.01,3.04,31.84,0.9036860150866521
2026-01-02 19:10:00,WTG-001,164.86,3.78,31.85,0.4383902649539828
2026-01-02 19:20:00,WTG-001,205.14,4.05,31.9,1.1806725315013924
2026-01-02 19:30:00,WTG-001,240.6,4.4,31.75,1.224414717775949
2026-01-02 19:40:00,WTG-001,163.27,3.65,31.53,0.7541905435384351
2026-01-02 19:50:00,WTG-001,145.8,3.59,31.34,1.1571487682815562
2026-01-02 20:00:00,WTG-001,114.33,3.11,31.19,0.9129815683798412
2026-01-02 20:10:00,WTG-001,81.1,2.77,31.04,1.0379190005369363
2026-01-02 20:20:00,WTG-001,100.15,3.16,30.94,0.7145976287505317
2026-01-02 20:30:00,WTG-001,52.99,2.32,30.79,0.6810440779668558
2026-01-02 20:40:00,WTG-001,48.95,2.21,30.63,0.893243940210766
2026-01-02 20:50:00,WTG-001,0.0,1.21,30.54,1.1768323009282897
2026-01-02 21:00:00,WTG-001,0.0,1.36,31.16,1.0015409722489603
2026-01-02 21:10:00,WTG-001,21.09,3.72,31.62,0.8374254903644973
2026-01-02 21:20:00,WTG-001,275.76,5.07,31.19,1.1167936939163585
2026-01-02 21:30:00,WTG-001,826.09,7.87,30.26,1.460194139775468
2026-01-02 21:40:00,WTG-001,1299.46,9.69,29.83,2.2247309842672593
2026-01-02 21:50:00,WTG-001,1513.79,10.98,29.53,1.6532739628276523
2026-01-02 22:00:00,WTG-001,1463.25,10.63,29.35,2.013361134221489
2026-01-02 22:10:00,WTG-001,1433.66,10.22,29.12,2.031876263868656
2026-01-02 22:20:00,WTG-001,1357.32,9.84,28.89,2.198305033698164
2026-01-02 22:30:00,WTG-001,1524.53,11.0,28.68,1.966126275052231
2026-01-02 22:40:00,WTG-001,1518.35,10.89,28.47,2.190268135894004
2026-01-02 22:50:00,WTG-001,1549.98,11.58,28.26,2.1197610566134886
2026-01-02 23:00:00,WTG-001,1545.09,11.49,28.04,2.180730135947967
2026-01-02 23:10:00,WTG-001,1516.64,10.82,27.77,1.8468908698505526
2026-01-02 23:20:00,WTG-001,1543.12,11.37,27.55,1.5427024946414047
2026-01-02 23:30:00,WTG-001,1549.74,11.98,27.37,2.1674476284854247
2026-01-02 23:40:00,WTG-001,1549.64,11.8,27.17,2.1877061510768447
2026-01-02 23:50:00,WTG-001,1549.35,11.76,26.97,2.0689975946933687
2026-01-03 00:00:00,WTG-001,1549.45,11.45,26.84,2.4324500150675745
2026-01-03 00:10:00,WTG-001,1523.67,10.93,26.68,1.9652176572348803
2026-01-03 00:20:00,WTG-001,1499.01,10.69,26.55,1.5749485593267258
2026-01-03 00:30:00,WTG-001,1543.64,11.54,26.45,1.5188446882950983
2026-01-03 00:40:00,WTG-001,1504.23,10.63,26.34,1.8714010980781126
2026-01-03 00:50:00,WTG-001,1500.45,10.81,26.27,1.7823030731536766
2026-01-03 01:00:00,WTG-001,1550.17,11.46,26.2,1.8107348559239536
2026-01-03 01:10:00,WTG-001,1549.82,11.67,26.2,1.7777128955045958
2026-01-03 01:20:00,WTG-001,1549.65,11.46,26.13,2.442160681859061
2026-01-03 01:30:00,WTG-001,1549.37,11.51,26.11,1.7016760906581296
2026-01-03 01:40:00,WTG-001,1489.51,10.9,26.03,1.8740514135365074
2026-01-03 01:50:00,WTG-001,1502.11,11.21,26.05,1.9562560812646506
2026-01-03 02:00:00,WTG-001,1236.42,9.26,25.89,1.8328823039750608
2026-01-03 02:10:00,WTG-001,500.07,6.08,25.42,1.3608325421086247
2026-01-03 02:20:00,WTG-001,729.52,7.31,25.1,1.4703566096858909
2026-01-03 02:30:00,WTG-001,884.11,8.13,24.83,1.7432251986499399
2026-01-03 02:40:00,WTG-001,809.43,7.8,24.62,1.7533772721595313
2026-01-03 02:50:00,WTG-001,1033.76,8.8,24.46,1.6265457453291534
2026-01-03 03:00:00,WTG-001,1113.94,9.07,24.29,1.5511982373838071
2026-01-03 03:10:00,WTG-001,944.71,8.4,24.17,1.609899188447232
2026-01-03 03:20:00,WTG-001,1058.26,8.68,24.03,1.4521048787828092
2026-01-03 03:30:00,WTG-001,1140.5,8.84,23.74,1.6100411445058025
2026-01-03 03:40:00,WTG-001,1295.04,9.61,23.53,2.0352148058889705
2026-01-03 03:50:00,WTG-001,1550.02,12.03,23.71,2.027169864038362
2026-01-03 04:00:00,WTG-001,1528.44,11.46,23.55,1.9905895865101788
2026-01-03 04:10:00,WTG-001,1471.48,10.63,23.47,1.7269572446260475
2026-01-03 04:20:00,WTG-001,1549.59,11.3,23.3,2.221525478947658
2026-01-03 04:30:00,WTG-001,1549.61,11.12,23.13,2.058408182446733
2026-01-03 04:40:00,WTG-001,1507.93,10.46,23.05,1.8745418729828232
2026-01-03 04:50:00,WTG-001,1529.49,10.77,22.9,2.0196600479567217
2026-01-03 05:00:00,WTG-001,1549.55,11.59,22.9,2.241733586846253
2026-01-03 05:10:00,WTG-001,1549.43,11.86,22.9,2.1149281786264527
2026-01-03 05:20:00,WTG-001,1549.52,11.45,22.9,2.2569525348488106
2026-01-03 05:30:00,WTG-001,1545.78,11.27,22.87,2.044380918244547
2026-01-03 05:40:00,WTG-001,1539.29,10.96,22.79,2.0714475863374573
2026-01-03 05:50:00,WTG-001,1537.49,10.78,22.78,1.8284681908537923
2026-01-03 06:00:00,WTG-001,1545.07,11.05,22.78,2.0241683837060687
2026-01-03 06:10:00,WTG-001,1549.08,11.3,22.78,2.1015767062056496
2026-01-03 06:20:00,WTG-001,1524.64,10.69,22.79,1.972523653250574
2026-01-03 06:30:00,WTG-001,1501.81,11.26,22.79,2.007882435491249
2026-01-03 06:40:00,WTG-001,1517.88,10.84,22.79,1.9050865511387236
2026-01-03 06:50:00,WTG-001,1508.74,10.57,22.69,1.838574651005279
2026-01-03 07:00:00,WTG-001,1447.87,10.26,22.63,2.0987214205347233
2026-01-03 07:10:00,WTG-001,1470.05,10.39,22.65,2.2411903969819065
2026-01-03 07:20:00,WTG-001,1525.7,11.57,22.79,1.7889892473015778
2026-01-03 07:30:00,WTG-001,1549.72,12.56,22.99,1.970445325264845
2026-01-03 07:40:00,WTG-001,1549.49,12.47,22.95,1.8245117835853417
2026-01-03 07:50:00,WTG-001,1542.6,12.03,22.94,2.0113979036733154
2026-01-03 08:00:00,WTG-001,1536.99,11.5,22.91,2.0371588867805213
2026-01-03 08:10:00,WTG-001,1507.73,11.02,22.97,1.967536959704607
2026-01-03 08:20:00,WTG-001,1507.68,11.11,22.95,1.7807493018264842
2026-01-03 08:30:00,WTG-001,1529.69,11.09,22.89,2.2398600933708988
2026-01-03 08:40:00,WTG-001,1473.63,10.42,22.81,1.7393518437518312
2026-01-03 08:50:00,WTG-001,1522.32,10.74,22.84,1.8536816277541877
2026-01-03 09:00:00,WTG-001,1461.12,10.27,22.9,2.0497688429249323
2026-01-03 09:10:00,WTG-001,1345.22,9.46,22.88,1.7129976456300418
2026-01-03 09:20:00,WTG-001,1436.2,10.03,22.9,1.602468643362446
2026-01-03 09:30:00,WTG-001,1419.69,10.09,22.9,1.5268735033092333
